IDADE,FX_ID,SEXO,cor,p2,p3a,p3b,p4,p5,p6,p7,p8,p9a,p9b,p9c,p9d,p9e,p9f,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,PARTIDO,ESCOLA,RENDAF,RENDA
17.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,6.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,5.0,1.0,1000.0,3.0
48.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,13.0,1.0,600.0,2.0
61.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,13.0,1.0,1000.0,3.0
37.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,13.0,2.0,2000.0,4.0
40.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,2.0,13.0,1.0,600.0,3.0
17.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,13.0,2.0,5000.0,5.0
41.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,9.0,1.0,2200.0,4.0
26.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,5.0,2.0,9.0,1.0,600.0,2.0
28.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0,2.0,1.0,2.0,2.0,3.0,700.0,3.0
34.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,2.0,3000.0,5.0
34.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,13.0,2.0,4000.0,5.0
29.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,4.0,3.0,9000.0,6.0
36.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,1.0,1000.0,3.0
50.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,4.0,3.0,7000.0,6.0
21.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,7000.0,6.0
60.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,3.0,3.0,2.0,13.0,1.0,1200.0,3.0
30.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,5.0,2.0,13.0,2.0,900.0,4.0
39.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,1.0,11.0,1.0,2400.0,5.0
32.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,0.0,1.0,1.0,2.0,400.0,2.0
38.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,1.0,1000.0,3.0
55.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,3.0,1200.0,3.0
48.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0,13.0,2.0,3000.0,5.0
62.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,3.0,1.0,13.0,2.0,600.0,2.0
54.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,13.0,3.0,4000.0,5.0
47.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,0.0,1.0,13.0,1.0,3000.0,5.0
23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,2.0,13.0,2.0,1000.0,3.0
30.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,9.0,2.0,2.0,2.0,2.0,3.0,3000.0,5.0
32.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,2.0,1.0,1300.0,4.0
57.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,13.0,2.0,2300.0,4.0
17.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,2.0,2.0,2.0,13.0,2.0,3000.0,3.0
26.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,1.0,0.0,2.0,13.0,1.0,1500.0,4.0
17.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,13.0,1.0,900.0,3.0
42.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,13.0,2.0,1500.0,4.0
23.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,6.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,3.0,1.0,5.0,1.0,1500.0,4.0
38.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,13.0,1.0,700.0,3.0
34.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,13.0,2.0,750.0,3.0
25.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,3.0,2.0,9.0,2.0,1000.0,3.0
29.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,2.0,1500.0,4.0
42.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,0.0,2.0,2.0,3.0,1800.0,4.0
33.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,1.0,2.0,13.0,1.0,400.0,2.0
49.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,3.0,1000.0,3.0
29.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,8.0,1.0,0.0,1.0,4.0,2.0,1500.0,4.0
52.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,3.0,2.0,2400.0,5.0
16.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,450.0,2.0
37.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,13.0,2.0,2000.0,4.0
36.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,13.0,1.0,1600.0,4.0
42.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,6.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,1.0,2000.0,4.0
19.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,2.0,5.0,2.0,1100.0,3.0
22.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,13.0,2.0,1200.0,4.0
72.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,6.0,1.0,0.0,1.0,12.0,2.0,4000.0,5.0
23.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,7.0,1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,13.0,2.0,1100.0,3.0
31.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,3500.0,5.0
17.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,7.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,13.0,1.0,100.0,1.0
41.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,11.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,6.0,3.0,3.0,1.0,13.0,1.0,200.0,7.0
31.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,1.0,13.0,1.0,800.0,3.0
56.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,120.0,1.0
20.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,2.0,2.0,800.0,3.0
16.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,600.0,3.0
77.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,0.0,1.0,6.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,13.0,2.0,440.0,2.0
50.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,1.0,0.0,1.0,13.0,1.0,1500.0,4.0
46.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,450.0,2.0
22.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,12.0,1.0,1500.0,3.0
60.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,3.0,1.0,11.0,1.0,3600.0,5.0
18.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,13.0,2.0,5700.0,2.0
30.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,0.0,1.0,2.0,2.0,1600.0,4.0
19.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,6.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,13.0,1.0,2400.0,4.0
31.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,2.0,1000.0,3.0
43.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0,1.0,3.0,3.0,1300.0,4.0
40.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,13.0,1.0,1200.0,3.0
41.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,2.0,13.0,2.0,1300.0,3.0
41.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,13.0,3.0,4000.0,5.0
59.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,0.0,1.0,8.0,3.0,5600.0,5.0
76.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,2.0,2000.0,4.0
25.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,0.0,2.0,5.0,3.0,2500.0,5.0
68.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,6.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,0.0,1.0,13.0,3.0,900.0,3.0
38.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,13.0,3.0,5000.0,5.0
47.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,3.0,6000.0,5.0
28.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,5.0,2.0,2.0,3.0,4000.0,5.0
30.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,0.0,1.0,4.0,3.0,5000.0,5.0
32.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,4.0,1.0,3.0,1.0,1200.0,3.0
27.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,3.0,2.0,13.0,1.0,2500.0,4.0
43.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,8.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,6.0,1.0,12.0,1.0,800.0,2.0
27.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,6.0,1.0,0.0,1.0,13.0,1.0,99.0,7.0
19.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,1000.0,3.0
74.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,6.0,1.0,0.0,1.0,13.0,3.0,4000.0,5.0
22.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1800.0,4.0
51.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,6.0,3.0,6.0,1.0,13.0,2.0,3500.0,5.0
35.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,6.0,1.0,0.0,1.0,13.0,1.0,600.0,3.0
20.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,8.0,2.0,3.0,2.0,2.0,1.0,500.0,2.0
30.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,1.0,2.0,2.0,3.0,3000.0,5.0
39.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,2.0,3.0,800.0,3.0
25.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,13.0,2.0,99.0,3.0
27.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,6.0,2.0,1.0,2.0,13.0,2.0,500.0,2.0
76.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0,1.0,3000.0,5.0
37.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,4.0,6.0,1.0,2.0,1.0,4500.0,5.0
23.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,13.0,2.0,450.0,2.0
61.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,13.0,1.0,1800.0,4.0
72.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,13.0,1.0,1000.0,3.0
